,Crash ID,Record Type,Vehicle ID,Vehicle Coded Seq#,Total Count of Persons Involved,Total Persons Using Safety Equipment  ,Total Persons Not Using Safety Equipment,Total Persons Safety Equipment Use Unknown,Vehicle Ownership Code,Vehicle Special Use Code,Vehicle Type Code,Emergency Use Flag,Number of Trailers,Vehicle Movement Code,Vehicle Action Code,Vehicle Cause 1 Code,Vehicle Cause 2 Code,Vehicle Cause 3 Code,Vehicle Event 1 Code,Vehicle Event 2 Code,Vehicle Event 3 Code,Vehicle Exceeded Posted Speed Flag,Vehicle Hit & Run Flag,Safety Equipment Used Quantity
1637,1849552,2,3483803.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1640,1849597,2,3483898.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1642,1849597,2,3483899.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,6.0,11.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
1647,1849637,2,3483976.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1649,1849637,2,3483977.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1652,1849683,2,3484059.0,1.0,1.0,0.0,99.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1654,1849683,2,3484060.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1657,1849777,2,3484233.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1659,1849777,2,3484234.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
1663,1849815,2,3484307.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1665,1849815,2,3484308.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1669,1849893,2,3484452.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,15.0,0.0,,,,0.0,0.0,1.0,2.0,0.0,3.0,1.0
1673,1849893,2,3484453.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1678,1849940,2,3484537.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,2.0,18.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1680,1849940,2,3484538.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1683,1849971,2,3484601.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,53.0,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1686,1850002,2,3484660.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1688,1850002,2,3484661.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1691,1850038,2,3484732.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1693,1850038,2,3484733.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1695,1850038,2,3484734.0,3.0,9.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1698,1850223,2,3485076.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1700,1850223,2,3485077.0,2.0,9.0,9.0,1.0,0.0,0.0,3.0,5.0,7.0,18.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1703,1850230,2,3485091.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1705,1850230,2,3485092.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1709,1850352,2,3485325.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,4.0,15.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1712,1850352,2,3485326.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1715,1850368,2,3485354.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,18.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1717,1850368,2,3485355.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1720,1850651,2,3485881.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0
1722,1850651,2,3485882.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1725,1850653,2,3485885.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1727,1850653,2,3485886.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1730,1850737,2,3486029.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1732,1850737,2,3486030.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
1738,1850744,2,3486040.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1740,1850744,2,3486041.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1743,1850772,2,3486087.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,18.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,1.0
1745,1850772,2,3486088.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1748,1850791,2,3486121.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1750,1850791,2,3486122.0,2.0,1.0,0.0,9.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1753,1850810,2,3486156.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1755,1850810,2,3486157.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1758,1850874,2,3486282.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,19.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1760,1850874,2,3486283.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1763,1850879,2,3486291.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1765,1850879,2,3486292.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1768,1850879,2,3486293.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1771,1850898,2,3486338.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,121.0,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1773,1850898,2,3486339.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,12.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1775,1850898,2,3486340.0,3.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,7.0,8.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1777,1850911,2,3486362.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,18.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1779,1850911,2,3486363.0,2.0,1.0,0.0,9.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1782,1850939,2,3486412.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1784,1850939,2,3486413.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1786,1850939,2,3486414.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1789,1850968,2,3486463.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,13.0,10.0,,0.0,0.0,0.0,3.0,0.0,3.0,1.0
1792,1850968,2,3486464.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,7.0,3.0,8.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,2.0,0.0
1793,1850968,2,3486465.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,0.0,3.0,0.0,3.0,0.0
1797,1850983,2,3486491.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1799,1850983,2,3486492.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1803,1851014,2,3486552.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1805,1851014,2,3486553.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1810,1851035,2,3486587.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1812,1851035,2,3486588.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,12.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1815,1851041,2,3486597.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1817,1851041,2,3486598.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1820,1851062,2,3486636.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1822,1851062,2,3486637.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1825,1851072,2,3486653.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1829,1851075,2,3486658.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1831,1851075,2,3486659.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,7.0,18.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1834,1851097,2,3486692.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1836,1851097,2,3486693.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,12.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1840,1851131,2,3486754.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1842,1851131,2,3486755.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,5.0,1.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1845,1851142,2,3486776.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1847,1851142,2,3486777.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1850,1851178,2,3486840.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1852,1851178,2,3486841.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1856,1851189,2,3486860.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1858,1851189,2,3486861.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1861,1851193,2,3486868.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,7.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1863,1851193,2,3486869.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1866,1851193,2,3486870.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1870,1851272,2,3487013.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1872,1851272,2,3487014.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1875,1851274,2,3487016.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1877,1851274,2,3487017.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1880,1851313,2,3487089.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,21.0,43.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1883,1851365,2,3487190.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1885,1851365,2,3487191.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1888,1851526,2,3487519.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,62.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1891,1851540,2,3487545.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1893,1851540,2,3487546.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1897,1851552,2,3487571.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1899,1851552,2,3487572.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1902,1851557,2,3487578.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1904,1851557,2,3487579.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1907,1851558,2,3487580.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1909,1851558,2,3487581.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1911,1851558,2,3487582.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,2.0,0.0
1915,1851564,2,3487592.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1917,1851564,2,3487593.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,4.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1920,1851581,2,3487623.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1922,1851581,2,3487624.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1925,1851609,2,3487676.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1927,1851609,2,3487677.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1929,1851609,2,3487678.0,3.0,1.0,0.0,1.0,0.0,0.0,7.0,3.0,7.0,8.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,1851688,2,3487825.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1935,1851693,2,3487834.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1937,1851693,2,3487835.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,6.0,2.0,12.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1940,1851700,2,3487851.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,79.0,10.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1943,1851706,2,3487863.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,51.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,4.0,1.0
1948,1851706,2,3487864.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1951,1851721,2,3487889.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1954,1851721,2,3487890.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1957,1851723,2,3487892.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1959,1851723,2,3487893.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1963,1851759,2,3487956.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1965,1851759,2,3487957.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1967,1851759,2,3487958.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1970,1851776,2,3487990.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1973,1851776,2,3487991.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
1976,1851837,2,3488100.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1978,1851837,2,3488101.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1981,1851849,2,3488127.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1983,1851849,2,3488128.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1986,1851940,2,3488302.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1988,1851940,2,3488303.0,2.0,9.0,9.0,99.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1991,1851959,2,3488335.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1993,1851959,2,3488336.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1996,1851966,2,3488348.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1998,1851966,2,3488349.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,6.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2001,1852005,2,3488421.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2003,1852005,2,3488422.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2005,1852005,2,3488423.0,3.0,9.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2008,1852048,2,3488505.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2010,1852048,2,3488506.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2014,1852070,2,3488549.0,1.0,9.0,9.0,99.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2016,1852070,2,3488550.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,4.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019,1852116,2,3488636.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2021,1852116,2,3488637.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2024,1852143,2,3488687.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,1.0
2028,1852165,2,3488730.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2030,1852165,2,3488731.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2033,1852201,2,3488796.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
2035,1852201,2,3488797.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2038,1852212,2,3488816.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
2040,1852212,2,3488817.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,79.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2043,1852223,2,3488834.0,1.0,1.0,0.0,1.0,0.0,,1.0,3.0,7.0,1.0,0.0,124.0,,,0.0,0.0,3.0,0.0,0.0,3.0,1.0
