,Crash ID,Record Type,Vehicle ID,Participant ID,Participant Display Seq#,Vehicle Coded Seq#,Participant Vehicle Seq#,Safety Equipment Un-used Quantity,Safety Equipment Use Unknown Quantity,Vehicle Occupant Count,Vehicle Striking Flag,Participant Type Code,Participant Hit & Run Flag,Public Employee Flag,Sex,Age,Driver License Status,Driver Residence Status,Injury Severity,Participant Safety Equipment Use Code,Airbag Deployment,Non-Motorist Movement Code,Non-Motorist Travel Direction From,Non-Motorist Travel Direction To,Non-Motorist Location,Participant Action,Participant Error 1 Code,Participant Error 2 Code,Participant Error 3 Code,Participant Cause 3 Code,Participant Event 1 Code,Participant Event 2 Code,Participant Event 3 Code
1185,1846237,3,3477417.0,3962366.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,58.0,1.0,1.0,9.0,9.0,0.0,,,,,0.0,20.0,,,4.0,,,,,,,0.0
1187,1846237,3,3477418.0,3962367.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,34.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1190,1846303,3,3477530.0,3962505.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,17.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1192,1846303,3,3477531.0,3962506.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1193,1846303,3,3477531.0,3962507.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,17.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1196,1846318,3,3477559.0,3962541.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,40.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,2.0,,,8.0,,,,,,,0.0
1198,1846318,3,3477560.0,3962542.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,42.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1201,1846364,3,3477647.0,3962645.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,35.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1203,1846364,3,3477648.0,3962646.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1204,1846364,3,3477648.0,3962647.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,21.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1205,1846364,3,3477648.0,3962648.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,24.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1206,1846364,3,3477648.0,3962649.0,5.0,2.0,4.0,2.0,0.0,0.0,1.0,23.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1209,1846373,3,3477664.0,3962665.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,23.0,3.0,1.0,3.0,9.0,,,,,,0.0,42.0,28.0,,2.0,29.0,,,19.0,1.0,,0.0
1211,1846373,3,3477665.0,3962666.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1213,1846373,3,3477666.0,3962667.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,57.0,2.0,4.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1216,1846424,3,3477762.0,3962782.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,55.0,1.0,1.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,0.0
1218,1846424,3,3477763.0,3962783.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,61.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1221,1846442,3,3477794.0,3962825.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,47.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,9.0,9.0,0.0
1223,1846442,3,3477795.0,3962826.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,9.0,9.0,0.0
1226,1846452,3,3477814.0,3962847.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,74.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1228,1846452,3,3477815.0,3962848.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,58.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1231,1846543,3,3477990.0,3963052.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,36.0,3.0,1.0,3.0,9.0,1.0,,,,,0.0,81.0,,,10.0,,,,,,1.0,0.0
1235,1846555,3,3478014.0,3963079.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,17.0,1.0,1.0,3.0,9.0,,,,,,25.0,81.0,,,16.0,,,,,0.0,0.0,0.0
1238,1846575,3,3478049.0,3963118.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,35.0,1.0,2.0,9.0,2.0,0.0,,,,,0.0,43.0,26.0,,7.0,29.0,,,,0.0,0.0,0.0
1239,1846575,3,3478049.0,3963119.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,41.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1241,1846575,3,3478050.0,3963120.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,43.0,2.0,4.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1244,1846641,3,3478172.0,3963266.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,17.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,43.0,26.0,,7.0,,,,,0.0,0.0,0.0
1246,1846641,3,3478173.0,3963267.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,68.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1249,1846699,3,3478280.0,3963395.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,57.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1251,1846699,3,3478281.0,3963396.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,22.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,28.0,4.0,21.0,2.0,3.0,,,,0.0,0.0,0.0
1254,1846707,3,3478296.0,3963414.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,37.0,1.0,1.0,4.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,0.0
1256,1846707,3,3478297.0,3963415.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,4.0,6.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1259,1846797,3,3478477.0,3963621.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,28.0,20.0,,2.0,4.0,,,,,,0.0
1261,1846797,3,3478478.0,3963622.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,42.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1264,1846812,3,3478499.0,3963646.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,39.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1266,1846812,3,3478500.0,3963647.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,38.0,2.0,4.0,9.0,9.0,,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1269,1846840,3,3478549.0,3963697.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,43.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1271,1846840,3,3478550.0,3963698.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1273,1846840,3,3478551.0,3963699.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,34.0,2.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1276,1846965,3,3478791.0,3963976.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,45.0,,,29.0,,,,,,,0.0
1278,1846965,3,3478792.0,3963977.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,42.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1281,1847023,3,3478893.0,3964096.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,1.0,9.0,2.0,0.0,,,,,38.0,16.0,4.0,28.0,27.0,2.0,,,86.0,0.0,0.0,0.0
1283,1847023,3,3478894.0,3964097.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
1286,1847026,3,3478898.0,3964102.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,66.0,1.0,1.0,4.0,9.0,,,,,,0.0,7.0,,,8.0,,,,,,,0.0
1288,1847026,3,3478899.0,3964103.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,55.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1291,1847080,3,3479000.0,3964224.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,39.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1293,1847080,3,3479001.0,3964225.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,34.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1296,1847084,3,3479007.0,3964232.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,75.0,1.0,1.0,9.0,2.0,1.0,,,,,38.0,52.0,16.0,13.0,32.0,27.0,,,86.0,0.0,0.0,0.0
1298,1847084,3,3479008.0,3964233.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,39.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
1299,1847084,3,3479008.0,3964234.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,,,4.0,9.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1302,1847184,3,3479200.0,3964465.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,45.0,,,13.0,,,,,,,0.0
1304,1847184,3,3479201.0,3964466.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,56.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1307,1847234,3,3479295.0,3964580.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,20.0,2.0,4.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1309,1847234,3,3479296.0,3964581.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,58.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1310,1847234,3,3479296.0,3964582.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,53.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1312,1847234,3,3479297.0,3964583.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,26.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1315,1847302,3,3479429.0,3964736.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,9.0,9.0,0.0
1317,1847302,3,3479430.0,3964737.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1320,1847308,3,3479442.0,3964751.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,38.0,16.0,28.0,,27.0,2.0,,,,9.0,9.0,0.0
1322,1847308,3,3479443.0,3964752.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,30.0,3.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1323,1847308,3,3479443.0,3964753.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,28.0,,,3.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1326,1847313,3,3479451.0,3964762.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,0.0
1328,1847313,3,3479452.0,3964763.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,53.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1331,1847332,3,3479488.0,3964804.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1333,1847332,3,3479489.0,3964805.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,26.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1336,1847352,3,3479530.0,3964855.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,17.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,14.0,,,,,,,0.0
1338,1847352,3,3479531.0,3964856.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1339,1847352,3,3479531.0,3964857.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,46.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1342,1847358,3,3479542.0,3964874.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1344,1847358,3,3479543.0,3964875.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1346,1847358,3,3479544.0,3964876.0,3.0,3.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1349,1847366,3,3479559.0,3964896.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,52.0,1.0,1.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,0.0
1351,1847366,3,3479560.0,3964897.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,48.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1354,1847371,3,3479570.0,3964907.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,42.0,,,29.0,,,,,,,0.0
1356,1847371,3,3479571.0,3964908.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,28.0,9.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1358,1847371,3,3479572.0,3964909.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,43.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1361,1847378,3,3479587.0,3964924.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,1.0,2.0,9.0,2.0,1.0,,,,,0.0,20.0,,,4.0,,,,,,,0.0
1363,1847378,3,3479588.0,3964925.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1366,1847385,3,3479601.0,3964940.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,48.0,1.0,1.0,9.0,9.0,,,,,,0.0,29.0,,,2.0,,,,,0.0,0.0,0.0
1367,1847385,3,0.0,3964941.0,2.0,,1.0,4.0,0.0,0.0,1.0,56.0,,,3.0,,,1.0,5.0,1.0,1.0,35.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1370,1847483,3,3479794.0,3965167.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,78.0,1.0,1.0,3.0,2.0,0.0,,,,,25.0,80.0,,,16.0,,,,86.0,0.0,0.0,0.0
1373,1847491,3,3479809.0,3965184.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0,1.0,4.0,2.0,,,,,,0.0,45.0,,,13.0,,,,,,,0.0
1375,1847491,3,3479810.0,3965185.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,35.0,1.0,1.0,4.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1376,1847491,3,3479810.0,3965186.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1377,1847491,3,3479810.0,3965187.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,5.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1379,1847491,3,3479811.0,3965188.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1382,1847500,3,3479827.0,3965210.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,9.0,9.0,0.0
1384,1847500,3,3479828.0,3965211.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1387,1847540,3,3479904.0,3965304.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,40.0,1.0,1.0,4.0,2.0,1.0,,,,,38.0,26.0,,,27.0,29.0,,,,9.0,9.0,0.0
1389,1847540,3,3479905.0,3965305.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,2.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1390,1847540,3,3479905.0,3965306.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,42.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1392,1847540,3,3479906.0,3965307.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,28.0,2.0,4.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1394,1847540,3,3479907.0,3965308.0,5.0,4.0,1.0,1.0,0.0,0.0,2.0,43.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1397,1847575,3,3479972.0,3965383.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,41.0,9.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1399,1847575,3,3479973.0,3965384.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,71.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1401,1847575,3,3479974.0,3965385.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,48.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1402,1847575,3,3479974.0,3965386.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,9.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1405,1847667,3,3480148.0,3965601.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,73.0,1.0,1.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1407,1847667,3,3480149.0,3965602.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,49.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1410,1847722,3,3480269.0,3965747.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,19.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1412,1847722,3,3480270.0,3965748.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,54.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1413,1847722,3,3480270.0,3965749.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,22.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1414,1847722,3,3480270.0,3965750.0,4.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1417,1847889,3,3480591.0,3966132.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1419,1847889,3,3480592.0,3966133.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,60.0,1.0,1.0,4.0,9.0,,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1422,1847898,3,3480608.0,3966157.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1423,1847898,3,3480608.0,3966158.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,49.0,,,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1425,1847898,3,3480609.0,3966159.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,54.0,1.0,1.0,9.0,2.0,,,,,,0.0,4.0,28.0,,2.0,,,,,,,0.0
1428,1847900,3,3480612.0,3966162.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1430,1847900,3,3480613.0,3966163.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1432,1847900,3,3480614.0,3966164.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,60.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1435,1847935,3,3480682.0,3966244.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,34.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1437,1847935,3,3480683.0,3966245.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,42.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1439,1847935,3,3480684.0,3966246.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,21.0,2.0,4.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1442,1847949,3,3480709.0,3966276.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,59.0,1.0,1.0,3.0,2.0,1.0,,,,,25.0,26.0,,,16.0,29.0,,,,,,0.0
1444,1847949,3,3480710.0,3966277.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,29.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1446,1847949,3,3480711.0,3966278.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1449,1847958,3,3480728.0,3966297.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,45.0,,,13.0,,,,,,,0.0
1451,1847958,3,3480729.0,3966298.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1454,1848047,3,3480900.0,3966514.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,61.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,43.0,26.0,,7.0,,,,86.0,0.0,0.0,0.0
1456,1848047,3,3480901.0,3966515.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,41.0,1.0,1.0,4.0,6.0,,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
1459,1848054,3,3480915.0,3966530.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,32.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1461,1848054,3,3480916.0,3966531.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,63.0,2.0,4.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1464,1848083,3,3480966.0,3966593.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,16.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,45.0,,,13.0,,,,,,,0.0
1466,1848083,3,3480967.0,3966594.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,36.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1469,1848156,3,3481101.0,3966750.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1471,1848156,3,3481102.0,3966751.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,59.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1473,1848156,3,3481103.0,3966752.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,60.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1476,1848222,3,3481234.0,3966910.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1478,1848222,3,3481235.0,3966911.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,23.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1481,1848270,3,3481325.0,3967025.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1483,1848270,3,3481326.0,3967026.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,75.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1484,1848270,3,3481326.0,3967027.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,49.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1487,1848337,3,3481446.0,3967168.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,9.0,9.0,0.0
1489,1848337,3,3481447.0,3967169.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,45.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
